tag	treeid	stemtag	spcode	quadrat	gx	gy	dbh	codes	hom	date
17297	29641	1	witch hazel	D	148	122.4	2.4	M	1.3	2014-06-23
7679	3978	1	witch hazel	D	148.5	122	3.3	M	1.3	2014-06-23
7679	3978	2	witch hazel	D	148.5	122	1.6		1.3	2014-06-23
7679	3978	3	witch hazel	D	148.5	122	1.6		1.3	2014-06-23
17298	29642	1	witch hazel	D	150.5	124.1	2.4	M	1.3	2014-06-23
7680	3979	1	black cherry	D	150.6	121.2	6.2	M	1.3	2014-06-23
17299	29643	1	witch hazel	D	151.2	124.3	1.6	M	1.3	2014-06-23
7683	3980	1	pignut hickory	D	151.7	124.7	27.3	M	1.3	2014-06-23
17300	3981	1	witch hazel	D	152	123.5	4.2	M	1.3	2014-06-23
7681	3982	1	black cherry	D	152.6	121	NA	S;D	1.3	2014-06-23
17301	29644	1	witch hazel	D	153.1	121.3	3	M	1.3	2014-06-23
17301	29644	2	witch hazel	D	153.1	121.3	1.7		1.3	2014-06-23
7684	3983	1	black cherry	D	153.7	121	9	M	1.3	2014-06-23
17302	29645	1	witch hazel	D	155.1	121.3	3.1	M	1.3	2014-06-23
434	16357	1	witch hazel	D	155.1	122.7	3.6	M	1.3	2014-06-23
434	16357	2	witch hazel	D	155.1	122.7	2.2		1.3	2014-06-23
17302	29645	2	witch hazel	D	155.1	121.3	2.8		1.3	2014-06-23
17302	29645	3	witch hazel	D	155.1	121.3	1.7		1.3	2014-06-23
434	16357	3	witch hazel	D	155.1	122.7	2.3		1.3	2014-06-23
17303	29646	1	witch hazel	D	155.5	122	3.2	M	1.3	2014-06-23
8840	3984	1	pignut hickory	D	155.5	124.6	36.6	M	1.3	2014-06-23
17303	29646	2	witch hazel	D	155.5	122	3.1		1.3	2014-06-23
17304	29647	1	flowering dogwood	D	158	121.3	2.1	M	1.3	2014-06-23
17304	29647	2	flowering dogwood	D	158	121.3	2		1.3	2014-06-23
17305	29648	1	witch hazel	D	160.2	121.4	1.4	M	1.3	2014-06-23
17306	29649	1	choke cherry	D	160.5	124	1	M	1.3	2014-06-23
7688	3986	1	flowering dogwood	D	160.5	124.2	8.1	M	1.3	2014-06-23
3202	3987	1	red maple	D	164.5	121.2	61.6	M	1.3	2014-06-23
7690	3988	1	flowering dogwood	D	164.8	124.1	5.8	M	1.3	2014-06-23
17307	29650	1	autumn olive	D	165.7	124.8	1	M	1.3	2014-06-23
7691	3989	1	flowering dogwood	D	167.9	124.1	4.6	M	1.3	2014-06-23
7787	16358	1	black oak	D	168	121.5	NA	S;D	1.3	2014-06-23
7692	3990	1	black cherry	D	169	122.5	13.7	M	1.3	2014-06-23
7694	3991	1	flowering dogwood	D	174.2	122.5	4.9	M	1.3	2014-06-23
7693	3992	1	black cherry	D	175.2	120.9	8.9	M	1.3	2014-06-23
7695	3993	1	shagbark hickory	D	177	121.6	18.8	M	1.3	2014-06-23
7700	3994	1	black cherry	D	177.1	124.3	NA	D	1.3	2014-06-23
7696	3996	1	flowering dogwood	D	180.3	121.1	4.8	M	1.3	2014-06-23
429	16359	1	black cherry	D	180.7	121.8	5	M	1.3	2014-06-23
7699	3998	1	white oak	D	181	123	65	M	1.3	2014-06-23
7701	3999	1	flowering dogwood	D	181.9	122.2	5.2	M	1.3	2014-06-23
7702	4000	1	black cherry	D	188.6	121.5	NA	D	1.3	2014-06-23
17308	29651	1	red oak	D	190.7	124.5	1.6	M	1.3	2014-06-23
7704	4001	1	black cherry	D	192.1	122	8.6	M	1.3	2014-06-23
17309	29652	1	serviceberry	D	192.3	121.4	2.5	M	1.3	2014-06-23
7705	4002	1	red maple	D	193.9	120.1	14	M	1.3	2014-06-23
7708	4005	1	black cherry	D	197.7	124.6	5.6	M	1.3	2014-06-23
428	16360	1	red maple	D	198	120.3	3.7	M	1.3	2014-06-23
7710	4006	1	red maple	D	199.7	121.6	5.7	M	1.3	2014-06-23
7709	4007	1	red maple	D	199.8	120.8	12.5	M	1.3	2014-06-23
432	16361	1	black cherry	D	100.5	135.5	NA	D	1.3	2014-07-03
7901	4008	1	red maple	D	102.3	138.2	20.7	M	1.3	2014-07-03
17376	29653	1	witch hazel	D	105.2	137.4	1.8	M	1.3	2014-07-03
17377	29654	1	witch hazel	D	105.4	135.5	3.2	M	1.3	2014-07-03
17377	29654	2	witch hazel	D	105.4	135.5	2.1		1.3	2014-07-03
7902	4009	1	red maple	D	105.6	138.1	5.1	M	1.3	2014-07-03
17377	29655	1	witch hazel	D	105.9	135.5	3.2	M	1.3	2014-07-03
17377	29655	2	witch hazel	D	105.9	135.5	2.1		1.3	2014-07-03
7903	4010	1	black cherry	D	106	137	4.8	M	1.3	2014-07-03
448	16362	1	witch hazel	D	108.1	136.7	NA	D	1.3	2014-07-03
7899	4012	1	flowering dogwood	D	109.1	137.5	6	M	1.3	2014-07-03
17378	29656	1	witch hazel	D	109.7	137.4	3	M	1.3	2014-07-03
17378	29656	2	witch hazel	D	109.7	137.4	1.8		1.3	2014-07-03
7669	4013	1	black cherry	D	111.6	135.1	NA	D	1.3	2014-07-03
7898	4014	1	black cherry	D	111.8	138.2	12.4	M	1.3	2014-07-03
17379	29657	1	witch hazel	D	112.2	137.2	2.8	M	1.3	2014-07-03
17379	29657	2	witch hazel	D	112.2	137.2	1.1		1.3	2014-07-03
17380	29658	1	witch hazel	D	112.5	139.8	2.9	M	1.3	2014-07-03
17380	29658	2	witch hazel	D	112.5	139.8	1.6		1.3	2014-07-03
447	4015	1	red oak	D	113	139	37.6	M	1.3	2014-07-03
7900	4016	1	witch hazel	D	113.2	135.1	4.6	M	1.3	2014-07-03
7900	4016	2	witch hazel	D	113.2	135.1	1.4		1.3	2014-07-03
17381	29659	1	witch hazel	D	113.3	139.9	2.3	M	1.3	2014-07-03
17382	29660	1	witch hazel	D	113.3	135.4	2.8	M	1.3	2014-07-03
17382	29660	2	witch hazel	D	113.3	135.4	1.6		1.3	2014-07-03
7895	4017	1	black cherry	D	113.5	137	16.7	M	1.3	2014-07-03
7896	4018	1	black cherry	D	113.9	138.7	9.1	M	1.3	2014-07-03
7894	4019	1	black cherry	D	114.5	137.5	NA	S;D	1.3	2014-07-03
17383	29661	1	witch hazel	D	115.7	137.6	2.6	M	1.3	2014-07-03
17384	29662	1	witch hazel	D	115.8	136.8	2.9	M	1.3	2014-07-03
7893	4020	1	black cherry	D	116.2	136.4	10.8	M	1.3	2014-07-03
17386	29663	1	witch hazel	D	116.9	135.6	2.3	M	1.3	2014-07-03
17386	29663	2	witch hazel	D	116.9	135.6	1.5		1.3	2014-07-03
17386	29663	3	witch hazel	D	116.9	135.6	1.3		1.3	2014-07-03
17385	29664	1	witch hazel	D	117.1	139.8	2.1	M	1.3	2014-07-03
17385	29664	2	witch hazel	D	117.1	139.8	1.8		1.3	2014-07-03
17385	29664	3	witch hazel	D	117.1	139.8	1.7		1.3	2014-07-03
17387	29665	1	witch hazel	D	118.7	135	1.7	M	1.3	2014-07-03
7892	4021	1	flowering dogwood	D	118.9	139.4	6	M	1.3	2014-07-03
17388	29666	1	witch hazel	D	120.6	136.9	3.3	M	1.3	2014-07-03
17388	29666	2	witch hazel	D	120.6	136.9	2.1		1.3	2014-07-03
17388	29666	3	witch hazel	D	120.6	136.9	1.4		1.3	2014-07-03
17389	29667	1	witch hazel	D	123.6	135.1	2.5	M	1.3	2014-07-03
17389	29667	2	witch hazel	D	123.6	135.1	1.3		1.3	2014-07-03
450	4022	1	white oak	D	123.7	138.8	49.2	M	1.3	2014-07-03
7891	16363	1	witch hazel	D	124.7	135.5	4	M	1.3	2014-07-03
7891	16363	2	witch hazel	D	124.7	135.5	2.1		1.3	2014-07-03
7891	16363	3	witch hazel	D	124.7	135.5	1		1.3	2014-07-03
17390	29668	1	witch hazel	D	124.9	139.2	1	M	1.3	2014-07-03
449	4024	1	flowering dogwood	D	126.2	138.6	4.6	M	1.3	2014-07-03
7888	4025	1	witch hazel	D	126.4	137.3	1.4	R;M	1.3	2014-07-03
17391	29669	1	witch hazel	D	127.1	136.5	1.5	M	1.3	2014-07-03
17391	29669	2	witch hazel	D	127.1	136.5	1.2		1.3	2014-07-03
7886	4026	1	witch hazel	D	128.9	139.9	4.5	M	1.3	2014-07-03
7886	4026	2	witch hazel	D	128.9	139.9	1.7		1.3	2014-07-03
7886	4026	3	witch hazel	D	128.9	139.9	1.2		1.3	2014-07-03
17392	29670	1	witch hazel	D	129.2	140.4	2.2	M	1.3	2014-07-03
17393	29671	1	witch hazel	D	129.4	136.1	1.9	M	1.3	2014-07-03
17393	29671	2	witch hazel	D	129.4	136.1	1.5		1.3	2014-07-03
7885	4027	1	witch hazel	D	129.5	137.3	4.6	M	1.3	2014-07-03
7885	4027	2	witch hazel	D	129.5	137.3	1.9		1.3	2014-07-03
17394	29672	1	witch hazel	D	130.6	135.5	1	M	1.3	2014-07-03
7883	4029	1	white oak	D	131.3	137.5	67.2	M	1.3	2014-07-03
7882	4030	1	witch hazel	D	136.1	135.3	4.1	M	1.3	2014-07-03
7882	4030	2	witch hazel	D	136.1	135.3	2.3		1.3	2014-07-03
7882	4030	3	witch hazel	D	136.1	135.3	1.8		1.3	2014-07-03
17395	29673	1	witch hazel	D	136.5	138.3	3.1	M	1.3	2014-07-03
17395	29673	2	witch hazel	D	136.5	138.3	2.1		1.3	2014-07-03
452	16364	1	witch hazel	D	137.2	138.2	3.7	M	1.3	2014-07-03
7881	4031	1	white oak	D	137.2	137.7	46.3	M	1.3	2014-07-03
452	16364	2	witch hazel	D	137.2	138.2	1.3		1.3	2014-07-03
452	16364	3	witch hazel	D	137.2	138.2	1.8		1.3	2014-07-03
452	16364	4	witch hazel	D	137.2	138.2	1		1.3	2014-07-03
17396	29674	1	witch hazel	D	138.1	137.2	2.4	M	1.3	2014-07-03
7880	4032	1	pignut hickory	D	139	137.3	25.7	M	1.3	2014-07-03
17397	29675	1	witch hazel	D	140.3	139.8	2.4	M	1.3	2014-07-03
7879	4033	1	witch hazel	D	145.9	139.8	4.8	R;M	1.3	2014-07-03
7879	4033	2	witch hazel	D	145.9	139.8	3.2		1.3	2014-07-03
7878	4034	1	witch hazel	D	147.2	136.5	6	M	1.3	2014-07-03
7878	4034	2	witch hazel	D	147.2	136.5	1.8		1.3	2014-07-03
7877	4035	1	witch hazel	D	149.9	135.4	5.6	M	1.3	2014-07-03
7877	4035	2	witch hazel	D	149.9	135.4	2.2		1.3	2014-07-03
7877	4035	3	witch hazel	D	149.9	135.4	1.4		1.3	2014-07-03
7876	4036	1	witch hazel	D	150.1	135.5	6.3	M	1.3	2014-07-03
7876	4036	2	witch hazel	D	150.1	135.5	4.6		1.3	2014-07-03
7875	4037	1	witch hazel	D	150.2	138.3	NA	D	1.3	2014-07-03
7874	4038	1	witch hazel	D	151.1	138	NA	D	1.3	2014-07-03
7812	16365	1	witch hazel	D	152.1	140	NA	D	1.3	2014-07-03
8859	4040	1	flowering dogwood	D	153.2	137.6	6	M	1.3	2014-07-03
7870	4042	1	witch hazel	D	154.8	136.6	3.9	R;M	1.3	2014-07-03
7870	4042	2	witch hazel	D	154.8	136.6	3		1.3	2014-07-03
7870	4042	3	witch hazel	D	154.8	136.6	2		1.3	2014-07-03
17398	29676	1	witch hazel	D	155.7	135.8	1.5	M	1.3	2014-07-03
17398	29676	2	witch hazel	D	155.7	135.8	1.2		1.3	2014-07-03
7869	4043	1	witch hazel	D	156	137.5	4.8	M	1.3	2014-07-03
7869	4043	2	witch hazel	D	156	137.5	2		1.3	2014-07-03
7869	4043	3	witch hazel	D	156	137.5	1.4		1.3	2014-07-03
17399	29677	1	witch hazel	D	156.6	135.4	1.6	M	1.3	2014-07-03
7867	4044	1	witch hazel	D	156.7	138	4.6	M	1.3	2014-07-03
7867	4044	2	witch hazel	D	156.7	138	2.6		1.3	2014-07-03
7867	4044	3	witch hazel	D	156.7	138	2.2		1.3	2014-07-03
7867	4044	4	witch hazel	D	156.7	138	2.4		1.3	2014-07-03
7867	4044	5	witch hazel	D	156.7	138	2		1.3	2014-07-03
17400	29678	1	witch hazel	D	156.8	139.2	3.1	M	1.3	2014-07-03
7868	4045	1	witch hazel	D	156.8	137.5	4.5	M	1.3	2014-07-03
7868	4045	2	witch hazel	D	156.8	137.5	2.9		1.3	2014-07-03
7868	4045	3	witch hazel	D	156.8	137.5	2.8		1.3	2014-07-03
7868	4045	4	witch hazel	D	156.8	137.5	1.4		1.3	2014-07-03
7868	4045	5	witch hazel	D	156.8	137.5	1		1.3	2014-07-03
8686	4046	1	white oak	D	157.5	137.5	54.3	M	1.3	2014-07-03
451	4047	1	white oak	D	159.3	139.6	68.2	M	1.3	2014-07-03
7865	4048	1	flowering dogwood	D	159.8	136.2	10.3	M	1.3	2014-07-03
2769	4049	1	witch hazel	D	159.9	138	4	M	1.3	2014-07-03
2769	4049	2	witch hazel	D	159.9	138	1.5		1.3	2014-07-03
2769	4049	3	witch hazel	D	159.9	138	1.4		1.3	2014-07-03
2769	4049	4	witch hazel	D	159.9	138	1.1		1.3	2014-07-03
7861	4051	1	red maple	D	162.2	137.6	5.7	M	1.3	2014-07-03
7860	4052	1	red maple	D	163	138.8	8.3	M	1.3	2014-07-03
7862	4053	1	red maple	D	163.3	135.4	12.2	M	1.3	2014-07-03
7858	4055	1	red maple	D	165.4	136.2	18.8	M	1.3	2014-07-03
7856	4057	1	flowering dogwood	D	167.9	137.4	NA	S;D	1.3	2014-07-03
453	16366	1	red maple	D	167.9	137.1	3.9	M	1.3	2014-07-03
453	4058	1	red maple	D	168.2	137.5	3.8	M	1.3	2014-07-03
7854	4059	1	white oak	D	169.7	139.8	77.1	M	1.3	2014-07-03
7851	4061	1	red maple	D	170.1	135	NA	S;D	1.3	2014-07-03
7850	4063	1	red maple	D	171.1	135.1	13.3	M	1.3	2014-07-03
7849	4064	1	red maple	D	172.6	136.8	5.1	M	1.3	2014-07-03
17401	29679	1	autumn olive	D	173.8	139	1.6	M	1.3	2014-07-03
7847	4066	1	flowering dogwood	D	173.9	137.5	8.7	M	1.3	2014-07-03
7845	4067	1	black cherry	D	175.6	135.6	4.2	M	1.3	2014-07-03
7846	4068	1	flowering dogwood	D	176.4	138	8.1	M	1.3	2014-07-03
17402	29680	1	red maple	D	178.8	135.6	3.7	M	1.3	2014-07-03
1057	16367	1	flowering dogwood	D	178.9	135.2	NA	S;D	1.3	2014-07-03
7843	4069	1	black cherry	D	183.4	136	20.4	M	1.3	2014-07-03
7842	4070	1	black cherry	D	198.6	136	20.1	M	1.3	2014-07-03
7774	4071	1	american elm	D	100.2	131.1	6	M	1.3	2014-07-03
7775	16368	1	black cherry	D	100.4	132.5	4	M	1.3	2014-07-03
7776	4073	1	black cherry	D	106.1	133.3	4.6	M	1.3	2014-07-03
7777	4074	1	black cherry	D	106.7	133.3	16.7	M	1.3	2014-07-03
7778	4075	1	red maple	D	106.8	134.4	10.3	M	1.3	2014-07-03
7779	4076	1	american elm	D	107.3	134.5	5.8	M	1.3	2014-07-03
17430	29681	1	witch hazel	D	108.1	134.3	3.3	M	1.3	2014-07-03
17429	29682	1	witch hazel	D	109.4	133.6	2.1	M	1.3	2014-07-03
7781	4077	1	white oak	D	109.5	130.4	61.8	M	1.3	2014-07-03
17428	29683	1	witch hazel	D	111.7	133.5	3.2	M	1.3	2014-07-03
7782	4079	1	black cherry	D	112.3	133.2	6.6	M	1.3	2014-07-03
17427	29684	1	witch hazel	D	115.8	130.4	1.3	M	1.3	2014-07-03
7784	4080	1	witch hazel	D	116.3	131.7	4	M	1.3	2014-07-03
7784	4080	2	witch hazel	D	116.3	131.7	1.6		1.3	2014-07-03
7786	4081	1	black cherry	D	119	133	20.4	M	1.3	2014-07-03
7785	4082	1	witch hazel	D	119.7	132	3	R;M	1.3	2014-07-03
7785	4082	2	witch hazel	D	119.7	132	2.7		1.3	2014-07-03
7785	4082	3	witch hazel	D	119.7	132	1.9		1.3	2014-07-03
17426	29685	1	witch hazel	D	121.4	130.6	2.3	M	1.3	2014-07-03
7787	4083	1	witch hazel	D	122	131.2	5.3	M	1.3	2014-07-03
7787	4083	2	witch hazel	D	122	131.2	4.9		1.3	2014-07-03
7787	4083	3	witch hazel	D	122	131.2	3		1.3	2014-07-03
7787	4083	4	witch hazel	D	122	131.2	1.3		1.3	2014-07-03
7787	4083	5	witch hazel	D	122	131.2	2.9		1.3	2014-07-03
7787	4083	6	witch hazel	D	122	131.2	3		1.3	2014-07-03
7787	4083	7	witch hazel	D	122	131.2	3		1.3	2014-07-03
7787	4083	8	witch hazel	D	122	131.2	1.1		1.3	2014-07-03
517	16369	1	witch hazel	D	124.5	134.4	3.4	M	1.3	2014-07-03
17425	29686	1	witch hazel	D	125	134.6	1.5	M	1.3	2014-07-03
7789	4084	1	witch hazel	D	126.2	132.2	4.2	M	1.3	2014-07-03
7789	4084	2	witch hazel	D	126.2	132.2	2.4		1.3	2014-07-03
7789	4084	3	witch hazel	D	126.2	132.2	1.1		1.3	2014-07-03
7790	4085	1	witch hazel	D	126.3	133.7	4.6	M	1.3	2014-07-03
7790	4085	2	witch hazel	D	126.3	133.7	2.1		1.3	2014-07-03
7790	4085	3	witch hazel	D	126.3	133.7	1.5		1.3	2014-07-03
7788	4086	1	witch hazel	D	128	130	4.2	M	1.3	2014-07-03
901	16370	1	witch hazel	D	128.2	133.1	3.7	M	1.3	2014-07-03
901	16370	2	witch hazel	D	128.2	133.1	1		1.3	2014-07-03
901	16370	3	witch hazel	D	128.2	133.1	1		1.3	2014-07-03
7791	4087	1	black cherry	D	128.8	133.7	8.1	M	1.3	2014-07-03
17424	29687	1	witch hazel	D	129	132.9	2	M	1.3	2014-07-03
17423	29688	1	witch hazel	D	129.8	132.5	3.1	M	1.3	2014-07-03
17423	29688	2	witch hazel	D	129.8	132.5	2.1		1.3	2014-07-03
17422	29689	1	witch hazel	D	130.3	132.8	3	M	1.3	2014-07-03
7793	4089	1	witch hazel	D	130.3	134.7	3.4	M	1.3	2014-07-03
17422	29689	2	witch hazel	D	130.3	132.8	1.2		1.3	2014-07-03
7793	4089	2	witch hazel	D	130.3	134.7	2		1.3	2014-07-03
17421	29690	1	witch hazel	D	130.6	133.5	3	M	1.3	2014-07-03
17420	29691	1	witch hazel	D	130.8	131.8	1.4	M	1.3	2014-07-03
17420	29691	2	witch hazel	D	130.8	131.8	1.1		1.3	2014-07-03
7794	4090	1	witch hazel	D	130.9	133.9	5	M	1.3	2014-07-03
7794	4090	2	witch hazel	D	130.9	133.9	2.6		1.3	2014-07-03
7794	4090	3	witch hazel	D	130.9	133.9	2.4		1.3	2014-07-03
7794	4090	4	witch hazel	D	130.9	133.9	1.6		1.3	2014-07-03
7794	4090	5	witch hazel	D	130.9	133.9	1.2		1.3	2014-07-03
7794	4090	6	witch hazel	D	130.9	133.9	1		1.3	2014-07-03
17419	29692	1	witch hazel	D	131.7	131.1	2	M	1.3	2014-07-03
17419	29692	2	witch hazel	D	131.7	131.1	1.7		1.3	2014-07-03
17419	29692	3	witch hazel	D	131.7	131.1	1		1.3	2014-07-03
17419	29692	4	witch hazel	D	131.7	131.1	1.9		1.3	2014-07-03
17419	29692	5	witch hazel	D	131.7	131.1	1.2		1.3	2014-07-03
17417	29693	1	witch hazel	D	132	131.1	2.3	M	1.3	2014-07-03
17418	29694	1	witch hazel	D	132	132.1	3	M	1.3	2014-07-03
17417	29693	2	witch hazel	D	132	131.1	1.5		1.3	2014-07-03
17418	29694	2	witch hazel	D	132	132.1	1.6		1.3	2014-07-03
17416	29695	1	flowering dogwood	D	133	131.5	3.5	M	1.3	2014-07-03
7795	4091	1	flowering dogwood	D	135.9	132.8	NA	D	1.3	2014-07-03
7796	4092	1	pignut hickory	D	136.2	131	52.6	M	1.3	2014-07-03
7797	4093	1	witch hazel	D	136.4	134.5	4.6	M	1.3	2014-07-03
7797	4093	2	witch hazel	D	136.4	134.5	3.6		1.3	2014-07-03
7797	4093	3	witch hazel	D	136.4	134.5	2.1		1.3	2014-07-03
7797	4093	4	witch hazel	D	136.4	134.5	2.5		1.3	2014-07-03
7801	16371	1	witch hazel	D	138.5	133.5	NA	D	1.3	2014-07-03
7799	4094	1	witch hazel	D	138.8	133.4	3.9	M	1.3	2014-07-03
7798	4095	1	witch hazel	D	138.8	133.9	4.6	M	1.3	2014-07-03
7799	4094	2	witch hazel	D	138.8	133.4	1.4		1.3	2014-07-03
7799	4094	3	witch hazel	D	138.8	133.4	1.9		1.3	2014-07-03
7799	4094	4	witch hazel	D	138.8	133.4	1.3		1.3	2014-07-03
7798	4095	2	witch hazel	D	138.8	133.9	1.3		1.3	2014-07-03
7798	4095	3	witch hazel	D	138.8	133.9	1.3		1.3	2014-07-03
7798	4095	4	witch hazel	D	138.8	133.9	3.1		1.3	2014-07-03
7798	4095	5	witch hazel	D	138.8	133.9	2		1.3	2014-07-03
7800	4096	1	witch hazel	D	139.4	133.5	4	M	1.3	2014-07-03
7800	4096	2	witch hazel	D	139.4	133.5	4.1		1.3	2014-07-03
7800	4096	3	witch hazel	D	139.4	133.5	1.9		1.3	2014-07-03
7800	4096	4	witch hazel	D	139.4	133.5	1.8		1.3	2014-07-03
7800	4096	5	witch hazel	D	139.4	133.5	1.4		1.3	2014-07-03
7800	4096	6	witch hazel	D	139.4	133.5	1.4		1.3	2014-07-03
17415	29696	1	witch hazel	D	141.1	130.9	1.2	M	1.3	2014-07-03
7804	4098	1	witch hazel	D	143.4	132	5.3	M	1.3	2014-07-03
522	16372	1	witch hazel	D	143.5	134	1	M	1.3	2014-07-03
522	16372	2	witch hazel	D	143.5	134	1		1.3	2014-07-03
7805	4100	1	witch hazel	D	145.4	131.5	6	M	1.3	2014-07-03
7807	4101	1	witch hazel	D	147.2	134	4	M	1.3	2014-07-03
7807	4101	2	witch hazel	D	147.2	134	1.9		1.3	2014-07-03
7807	4101	3	witch hazel	D	147.2	134	1		1.3	2014-07-03
7807	4101	4	witch hazel	D	147.2	134	1.9		1.3	2014-07-03
17414	29697	1	witch hazel	D	147.9	131.3	1.1	M	1.3	2014-07-03
7806	4102	1	witch hazel	D	148.1	132.4	NA	D	1.3	2014-07-03
7808	4103	1	witch hazel	D	149.6	131	4.3	M	1.3	2014-07-03
7808	4103	2	witch hazel	D	149.6	131	2.6		1.3	2014-07-03
7808	4103	3	witch hazel	D	149.6	131	1		1.3	2014-07-03
17413	29698	1	witch hazel	D	150.3	132.3	3	M	1.3	2014-07-03
17413	29698	2	witch hazel	D	150.3	132.3	2.2		1.3	2014-07-03
17412	29699	1	witch hazel	D	151	131.6	1.3	M	1.3	2014-07-03
17411	29700	1	witch hazel	D	151.7	132.7	3.7	M	1.3	2014-07-03
17411	29700	2	witch hazel	D	151.7	132.7	2.9		1.3	2014-07-03
17411	29700	3	witch hazel	D	151.7	132.7	2.6		1.3	2014-07-03
7810	4105	1	flowering dogwood	D	151.9	134.1	9.7	M	1.3	2014-07-03
7812	4106	1	witch hazel	D	152.2	131.4	4.3	M	1.3	2014-07-03
7814	4107	1	witch hazel	D	153.6	132.3	NA	S;D	1.3	2014-07-03
7813	4108	1	witch hazel	D	154.2	130.6	1.5	R;M	1.3	2014-07-03
7815	4109	1	flowering dogwood	D	157.3	133.7	10	M	1.3	2014-07-03
7816	4110	1	witch hazel	D	159.5	132	4.5	M	1.3	2014-07-03
7818	4111	1	flowering dogwood	D	161.1	130	8.2	M	1.3	2014-07-03
7817	4112	1	witch hazel	D	161.4	132.7	3.9	M	1.3	2014-07-03
7817	4112	2	witch hazel	D	161.4	132.7	1.5		1.3	2014-07-03
7817	4112	3	witch hazel	D	161.4	132.7	1.2		1.3	2014-07-03
7817	4112	4	witch hazel	D	161.4	132.7	1.3		1.3	2014-07-03
17410	29701	1	witch hazel	D	161.9	132.2	3.1	M	1.3	2014-07-03
17410	29701	2	witch hazel	D	161.9	132.2	1.4		1.3	2014-07-03
7820	4113	1	red maple	D	162.1	134.6	4.1	M	1.3	2014-07-03
7819	4114	1	sassafras	D	163.6	133.8	7.2	M	1.3	2014-07-03
17409	29702	1	flowering dogwood	D	165.3	133.1	3.5	M	1.3	2014-07-03
7821	4115	1	serviceberry	D	167.4	132.8	5.4	M	1.3	2014-07-03
7821	4115	2	serviceberry	D	167.4	132.8	1.1		1.3	2014-07-03
17408	29703	1	flowering dogwood	D	168.9	133.6	2.3	M	1.3	2014-07-03
7822	4116	1	black cherry	D	169.7	132.7	9.2	M	1.3	2014-07-03
7824	4117	1	red oak	D	170.2	130.1	29.1	M	1.3	2014-07-03
7823	4118	1	flowering dogwood	D	170.3	131	3.7	M	1.3	2014-07-03
7825	4119	1	flowering dogwood	D	170.5	133.7	5.1	M	1.3	2014-07-03
17407	29704	1	red maple	D	173.2	133.7	1.8	M	1.3	2014-07-03
7826	4120	1	red maple	D	175.2	132.7	6.2	M	1.3	2014-07-03
225	4121	1	pignut hickory	D	175.5	131	46	M	1.3	2014-07-03
7827	4122	1	white oak	D	176	134.7	49.6	M	1.3	2014-07-03
7829	4123	1	red maple	D	176.1	131.2	7.4	M	1.3	2014-07-03
7830	4124	1	flowering dogwood	D	178.3	130.4	NA	S;D	1.3	2014-07-03
7831	4125	1	black cherry	D	178.6	130.9	21	M	1.3	2014-07-03
17406	29705	1	flowering dogwood	D	179.4	133.7	3.2	M	1.3	2014-07-03
17405	29706	1	red maple	D	181.3	133.6	1.2	M	1.3	2014-07-03
2773	4126	1	flowering dogwood	D	181.3	133	6.4	M	1.3	2014-07-03
7832	4127	1	red maple	D	181.7	132.1	23.4	M	1.3	2014-07-03
7833	4128	1	red maple	D	185.5	133	6.4	M	1.3	2014-07-03
7834	4129	1	flowering dogwood	D	187.1	132.9	5.5	M	1.3	2014-07-03
17404	29707	1	serviceberry	D	188.4	131.4	3.6	M	1.3	2014-07-03
7835	4130	1	black cherry	D	188.7	132.8	NA	D	1.3	2014-07-03
7836	4131	1	red maple	D	192.2	132.5	15	AL;M	1.3	2014-07-03
7837	4132	1	red maple	D	193.6	132.6	11.4	M	1.3	2014-07-03
7838	4133	1	black cherry	D	195.4	132.4	22.8	M	1.3	2014-07-03
7839	4134	1	white oak	D	197	132.4	38.9	M	1.3	2014-07-03
7840	4135	1	black cherry	D	197.5	130.1	16.1	M	1.3	2014-07-03
7841	4136	1	black cherry	D	198	132.5	7.8	M	1.3	2014-07-03
17403	29708	1	witch hazel	D	198.4	131.3	3.6	M	1.3	2014-07-03
17403	29708	2	witch hazel	D	198.4	131.3	2.3		1.3	2014-07-03
17403	29708	3	witch hazel	D	198.4	131.3	1.4		1.3	2014-07-03
7975	4137	1	black cherry	D	100.9	147.5	15.8	M	1.3	2014-07-03
14989	29709	1	serviceberry	D	102.1	145.8	1.1	M	1.3	2014-07-03
7976	4138	1	black cherry	D	102.7	147.5	8.8	M	1.3	2014-07-03
7980	4139	1	red maple	D	102.8	149.7	6.5	M	1.3	2014-07-03
7978	4140	1	black cherry	D	104.1	147.5	17.8	M	1.3	2014-07-03
7977	4141	1	american elm	D	105.2	148.6	NA	D	1.3	2014-07-03
7979	4142	1	red maple	D	108.7	149.8	NA	D	1.3	2014-07-03
7981	4143	1	black cherry	D	119.5	145.3	NA	D	1.3	2014-07-03
465	16373	1	serviceberry	D	119.7	145.3	3.7	M	1.3	2014-07-03
7980	4144	1	pignut hickory	D	120.7	146.8	12.9	M	1.3	2014-07-03
7983	4145	1	flowering dogwood	D	121.2	147	7.8	M	1.3	2014-07-03
7982	4146	1	flowering dogwood	D	121.3	147	4.8	M	1.3	2014-07-03
7984	4147	1	serviceberry	D	126	147	11.9	M	1.3	2014-07-03
468	16374	1	witch hazel	D	126.1	145	3.4	M	1.3	2014-07-03
14990	29710	1	witch hazel	D	127.6	145.3	3.2	M	1.3	2014-07-03
