tag	treeid	stemtag	spcode	quadrat	gx	gy	dbh	codes	hom	date
7	40	1	red maple	A	54.8	106.1	5.1	M	1.3	2008-07-01
6	41	1	red maple	A	55.9	106.2	8.5	M	1.3	2008-07-01
5	42	1	serviceberry	A	56.7	108.8	5	M	1.3	2008-07-01
4	43	1	black cherry	A	59.3	105.7	7.7	M	1.3	2008-07-01
12036	44	1	witch hazel	A	61.3	105.9	3.6	R;M	1.3	2008-07-01
2	45	1	black cherry	A	61.6	109.1	NA	S;D	1.3	2008-07-01
4500	46	1	witch hazel	A	63.4	105.6	3.8	R;M	1.3	2008-07-01
1	47	1	black cherry	A	63.4	105.4	8.2	M	1.3	2008-07-01
4499	48	1	red maple	A	68.6	107.7	10.2	M	1.3	2008-07-01
4498	49	1	red maple	A	69.7	110	8.1	M	1.3	2008-07-01
4496	50	1	flowering dogwood	A	71.3	107.3	NA	S;D	1.3	2008-07-01
4497	51	1	red maple	A	71.3	109.8	5	M	1.3	2008-07-01
4495	52	1	red maple	A	72.2	106.2	7.1	M	1.3	2008-07-01
4494	53	1	red maple	A	72.8	108.2	5.4	M	1.3	2008-07-01
4492	54	1	flowering dogwood	A	74.1	106.5	NA	S;D	1.3	2008-07-01
4493	55	1	red maple	A	74.2	109.1	6.5	M	1.3	2008-07-01
4491	56	1	red maple	A	74.6	107.5	4	M	1.3	2008-07-01
4490	57	1	red maple	A	74.9	109.3	7.6	M	1.3	2008-07-01
4489	58	1	red maple	A	75	107.7	3.5	M	1.3	2008-07-01
4488	59	1	white oak	A	75.8	105.4	35.5	M	1.3	2008-07-01
4485	60	1	black cherry	A	76.5	105.7	5.1	M	1.3	2008-07-01
4487	61	1	red maple	A	76.7	107.5	8.2	M	1.3	2008-07-01
4486	62	1	black oak	A	77.7	106.4	35.3	M	1.3	2008-07-01
4483	63	1	red maple	A	80.2	107.5	11.6	M	1.3	2008-07-01
4484	64	1	serviceberry	A	80.5	105.8	4	M	1.3	2008-07-01
4481	65	1	black cherry	A	82.2	106.2	6.2	M	1.3	2008-07-01
4482	66	1	red maple	A	82.3	108.6	3.5	M	1.3	2008-07-01
4480	67	1	serviceberry	A	82.7	105.4	5.4	M	1.3	2008-07-01
4478	68	1	red maple	A	83.3	108.6	10.1	M	1.3	2008-07-01
4477	69	1	black cherry	A	83.8	109.7	3.5	M	1.3	2008-07-01
4479	70	1	black cherry	A	83.9	107.5	5.4	M	1.3	2008-07-01
4476	71	1	black cherry	A	85.2	106	3.6	M	1.3	2008-07-01
4475	72	1	serviceberry	A	85.5	108.8	5.7	M	1.3	2008-07-01
4473	73	1	black cherry	A	87	105.4	3.9	M	1.3	2008-07-01
4474	74	1	serviceberry	A	87	109.1	7.5	M	1.3	2008-07-01
4472	75	1	red maple	A	87.3	105.6	5.9	M	1.3	2008-07-01
4471	76	1	black cherry	A	92	107.3	8.5	M	1.3	2008-07-01
4470	77	1	white oak	A	93.2	106.4	26	M	1.3	2008-07-01
4469	78	1	red maple	A	94.4	105.5	7.3	M	1.3	2008-07-01
4468	79	1	black cherry	A	97.6	105.2	5.4	M	1.3	2008-07-01
4850	80	1	black oak	A	0.1	102.5	74.9	M	1.3	2008-07-01
NA	14953	1	serviceberry	A	1.2	103.8	3.3	M	1.3	2008-07-01
4851	81	1	pignut hickory	A	3.5	102.3	14.4	M	1.3	2008-07-01
4853	82	1	black cherry	A	4.3	103.5	5.1	M	1.3	2008-07-01
4852	83	1	serviceberry	A	5.3	101.7	4.3	M	1.3	2008-07-01
4855	84	1	black cherry	A	8.9	104.6	5.1	M	1.3	2008-07-01
4854	85	1	black cherry	A	9.3	102.1	4.7	M	1.3	2008-07-01
4856	86	1	red maple	A	11.7	102.1	5.7	M	1.3	2008-07-01
223	14954	1	serviceberry	A	13	103.2	3.3	M	1.3	2008-07-01
4857	87	1	serviceberry	A	14.1	103.9	4.8	M	1.3	2008-07-01
4858	88	1	black cherry	A	15.3	101	7.2	M	1.3	2008-07-01
4860	89	1	serviceberry	A	16.1	104.6	4.3	M	1.3	2008-07-01
4859	90	1	serviceberry	A	16.6	102.5	7.7	M	1.3	2008-07-01
4862	91	1	pignut hickory	A	19	103	51.8	M	1.3	2008-07-01
219	14955	1	serviceberry	A	19.5	102.2	3.7	M	1.3	2008-07-01
4861	92	1	serviceberry	A	19.9	100.6	8	M	1.3	2008-07-01
4863	93	1	black cherry	A	20.7	103.5	5.3	M	1.3	2008-07-01
4864	94	1	black cherry	A	21.9	101.5	5.4	M	1.3	2008-07-01
4865	95	1	black cherry	A	23	103.8	9.2	M	1.3	2008-07-01
4866	96	1	black cherry	A	25.6	102.5	6.3	M	1.3	2008-07-01
4867	97	1	black cherry	A	28.2	103.7	5.2	M	1.3	2008-07-01
4868	98	1	serviceberry	A	29.3	101.1	5.1	M	1.3	2008-07-01
4869	99	1	black cherry	A	32	100.2	4.1	M	1.3	2008-07-01
4870	100	1	serviceberry	A	34.5	100.4	4.4	M	1.3	2008-07-01
8553	101	1	pignut hickory	A	36.5	101.8	41.9	M	1.3	2008-07-01
4872	102	1	flowering dogwood	A	40.4	102.3	4.9	M	1.3	2008-07-01
274	103	1	pignut hickory	A	40.5	101.4	27.9	M	1.3	2008-07-01
4874	104	1	serviceberry	A	41.7	103.9	5.7	M	1.3	2008-07-01
4875	105	1	black cherry	A	44.4	102.8	7.2	M	1.3	2008-07-01
4876	106	1	black cherry	A	46.5	100.9	7	M	1.3	2008-07-01
4878	107	1	black cherry	A	47.8	103	4.2	M	1.3	2008-07-01
4879	108	1	pignut hickory	A	49.4	103.9	42.9	M	1.3	2008-07-01
4880	109	1	witch hazel	A	49.7	101.3	4.4	M	1.3	2008-07-01
4881	110	1	witch hazel	A	50.2	100.6	5.4	M	1.3	2008-07-01
4882	111	1	black cherry	A	51.2	103.5	9.4	M	1.3	2008-07-01
4883	112	1	witch hazel	A	52.2	102	NA	D	1.3	2008-07-01
4884	113	1	witch hazel	A	54.4	103.8	3.9	M	1.3	2008-07-01
4886	114	1	black cherry	A	55.2	103.7	6.6	M	1.3	2008-07-01
4885	115	1	white oak	A	56	101.4	32.8	M	1.3	2008-07-01
4877	116	1	black cherry	A	56.4	102	NA	S;D	1.3	2008-07-01
4887	117	1	black cherry	A	57.3	103.9	6.2	M	1.3	2008-07-01
4888	118	1	witch hazel	A	58.9	101.3	5.3	M	1.3	2008-07-01
4889	119	1	black cherry	A	60	103.5	12.6	M	1.3	2008-07-01
4890	120	1	witch hazel	A	62.6	100.5	4.1	M	1.3	2008-07-01
4891	121	1	red maple	A	63.4	101.6	5	M	1.3	2008-07-01
4893	122	1	witch hazel	A	65.1	102.6	NA	D	1.3	2008-07-01
4892	123	1	black cherry	A	65.5	101.5	9.1	M	1.3	2008-07-01
4894	124	1	witch hazel	A	66.1	100.2	4.7	M	1.3	2008-07-01
4896	125	1	black cherry	A	66.2	103.9	4.3	M	1.3	2008-07-01
4895	126	1	white oak	A	66.2	101.8	50.6	M	1.3	2008-07-01
4897	127	1	witch hazel	A	67.5	103.8	4.4	M	1.3	2008-07-01
4898	128	1	black cherry	A	69.4	102.5	13.9	M	1.3	2008-07-01
4899	129	1	red maple	A	70.7	104	5.5	M	1.3	2008-07-01
4900	130	1	white oak	A	74.3	103	34.8	M	1.3	2008-07-01
215	14956	1	serviceberry	A	75.2	103.1	3.3	M	1.3	2008-07-01
4447	131	1	red maple	A	77.2	103.6	10.3	M	1.3	2008-07-01
4448	132	1	red maple	A	78.3	101	8.9	M	1.3	2008-07-01
4449	133	1	black cherry	A	79.7	101.3	4.2	M	1.3	2008-07-01
4450	134	1	red maple	A	80.2	102.6	3.7	M	1.3	2008-07-01
4453	135	1	black cherry	A	81	104	4.7	M	1.3	2008-07-01
4452	136	1	red maple	A	82	100.7	4.6	M	1.3	2008-07-01
4454	137	1	red maple	A	82.3	104	7.2	M	1.3	2008-07-01
4455	138	1	pignut hickory	A	84.3	101.8	9.6	M	1.3	2008-07-01
4456	139	1	black cherry	A	85.7	102	5.8	M	1.3	2008-07-01
222	14957	1	serviceberry	A	86.2	102.2	3.4	M	1.3	2008-07-01
4457	140	1	black cherry	A	86.9	103.3	13.6	M	1.3	2008-07-01
4458	141	1	serviceberry	A	88	102.5	7	M	1.3	2008-07-01
4459	142	1	black cherry	A	88.5	100.7	5.3	M	1.3	2008-07-01
4461	143	1	black cherry	A	90.3	102.5	10	M	1.3	2008-07-01
4460	144	1	serviceberry	A	90.4	100.7	5.5	M	1.3	2008-07-01
4462	145	1	black cherry	A	94	102.5	7.9	M	1.3	2008-07-01
4451	146	1	choke cherry	A	95.2	101.5	3.5	M	1.3	2008-07-01
4463	147	1	choke cherry	A	95.6	101.4	6.2	M	1.3	2008-07-01
4465	148	1	choke cherry	A	96.8	104.2	4.4	M	1.3	2008-07-01
4464	149	1	flowering dogwood	A	97.8	101.6	4.7	M	1.3	2008-07-01
4466	150	1	red maple	A	98.3	104	7.1	M	1.3	2008-07-01
4467	151	1	black cherry	A	99.1	101.2	4.3	M	1.3	2008-07-01
3434	15000	1	american elm	A	0.1	198.3	3.7	M	1.3	2008-07-01
3433	1103	1	white oak	A	1.2	195.4	33.9	M	1.3	2008-07-01
3432	1104	1	pignut hickory	A	3.7	198.2	12.7	M	1.3	2008-07-01
266	15001	1	black cherry	A	4.9	197	3.3	M	1.3	2008-07-01
265	15002	1	black cherry	A	6.2	197.3	3.3	M	1.3	2008-07-01
264	1105	1	red maple	A	12.6	199	78.6	M	1.3	2008-07-01
3431	1106	1	black cherry	A	12.8	196.8	7	M	1.3	2008-07-01
3429	1107	1	shagbark hickory	A	21.8	197.9	9.2	M	1.3	2008-07-01
263	15003	1	black cherry	A	22	199.8	3.2	M	1.3	2008-07-01
3427	1108	1	black cherry	A	24.3	199.9	6.9	M	1.3	2008-07-01
3428	1109	1	pignut hickory	A	24.9	195.6	5.3	M	1.3	2008-07-01
3426	1110	1	white oak	A	29	195.9	19	M	1.3	2008-07-01
3425	1111	1	red maple	A	29.2	199.8	4.5	M	1.3	2008-07-01
3423	1112	1	flowering dogwood	A	30.7	199.4	7.9	M	1.3	2008-07-01
3424	1113	1	black cherry	A	31.2	196.2	6.8	M	1.3	2008-07-01
3422	1114	1	white oak	A	33.3	196.3	20.6	M	1.3	2008-07-01
3421	1115	1	black cherry	A	34.1	196.7	6.3	M	1.3	2008-07-01
3420	1116	1	black cherry	A	35.8	199.7	5	M	1.3	2008-07-01
3419	1117	1	black cherry	A	35.8	198	6	M	1.3	2008-07-01
3418	1118	1	black cherry	A	37	196.3	NA	D	1.3	2008-07-01
3417	1119	1	black cherry	A	37.2	198.7	NA	D	1.3	2008-07-01
3416	1120	1	black cherry	A	37.9	199	10.2	M	1.3	2008-07-01
3415	1121	1	red maple	A	39.3	198	6.9	M	1.3	2008-07-01
262	15004	1	black cherry	A	39.4	197.6	3.6	M	1.3	2008-07-01
3414	1122	1	serviceberry	A	43.2	196.6	4.5	M	1.3	2008-07-01
3413	1123	1	black cherry	A	43.3	199.3	NA	D	1.3	2008-07-01
3412	1124	1	black oak	A	46.5	196.4	30.4	M	1.3	2008-07-01
3411	1125	1	black cherry	A	46.6	197.3	19.2	M	1.3	2008-07-01
3410	1126	1	shagbark hickory	A	53.6	195.7	15.6	M	1.3	2008-07-01
3409	1127	1	black oak	A	54.5	197.5	42.4	M	1.3	2008-07-01
241	1128	1	shagbark hickory	A	59.6	195.4	10.4	M	1.3	2008-07-01
5066	1129	1	black oak	A	61.4	197	NA	D	1.3	2008-07-01
3406	1130	1	black cherry	A	64	198.9	NA	D	1.3	2008-07-01
3405	1131	1	black cherry	A	66.6	195.2	NA	D	1.3	2008-07-01
3404	1132	1	shagbark hickory	A	67.6	198	9.7	M	1.3	2008-07-01
3403	1133	1	red maple	A	70.1	195.3	23.9	M	1.3	2008-07-01
3402	1134	1	black cherry	A	71.1	199	NA	S;D	1.3	2008-07-01
5080	1135	1	black oak	A	74.5	199.7	60.1	M	1.3	2008-07-01
3199	1136	1	black cherry	A	75.4	197.8	4.1	M	1.3	2008-07-01
240	1137	1	sassafras	A	76.5	197.5	18.1	M	1.3	2008-07-01
3197	1138	1	shagbark hickory	A	78.2	196.1	10.6	M	1.3	2008-07-01
3196	1139	1	red maple	A	84.5	198	15.4	M	1.3	2008-07-01
3195	1140	1	sassafras	A	87.2	197.1	9.8	M	1.3	2008-07-01
3194	1141	1	black cherry	A	92.5	197	5.7	M	1.3	2008-07-01
3191	1142	1	serviceberry	A	93.8	198	5.2	M	1.3	2008-07-01
3192	1143	1	white oak	A	94.4	197.3	16.3	M	1.3	2008-07-01
3193	1144	1	black oak	A	94.4	195.5	51.7	M	1.3	2008-07-01
3189	1145	1	american beech	A	95.9	195.8	4.8	M	1.3	2008-07-01
3190	1146	1	black cherry	A	95.9	199.8	10.2	M	1.3	2008-07-01
3188	1147	1	red maple	A	98.7	196.6	4	M	1.3	2008-07-01
3187	1148	1	flowering dogwood	A	99.2	198.7	9.1	M	1.3	2008-07-01
3186	1149	1	flowering dogwood	A	99.5	197.7	6.3	M	1.3	2008-07-01
3131	1150	1	american elm	A	3.6	192	8.8	M	1.3	2008-07-01
3133	1151	1	black cherry	A	6.5	193.7	4.6	M	1.3	2008-07-01
267	1152	1	black oak	A	7.3	190.8	42.2	M	1.3	2008-07-01
268	15005	1	serviceberry	A	7.7	190.7	3.4	M	1.3	2008-07-01
269	1153	1	serviceberry	A	8.7	193.5	4.1	M	1.3	2008-07-01
3135	1154	1	black cherry	A	10.7	194.3	11.2	M	1.3	2008-07-01
3136	1155	1	serviceberry	A	13.5	192.6	6.2	M	1.3	2008-07-01
3137	1156	1	black cherry	A	13.7	192	7.6	M	1.3	2008-07-01
3138	1157	1	black cherry	A	14.2	191	9.5	M	1.3	2008-07-01
3253	1158	1	black cherry	A	14.5	193.6	5.3	M	1.3	2008-07-01
270	1159	1	red maple	A	19.8	194.1	70	M	1.3	2008-07-01
3140	1160	1	white oak	A	25.3	194.5	21.2	M	1.3	2008-07-01
271	15006	1	black cherry	A	29.6	195	3.5	M	1.3	2008-07-01
3141	1161	1	black cherry	A	29.6	192	17.8	M	1.3	2008-07-01
3142	1162	1	black cherry	A	31	193.8	7.4	M	1.3	2008-07-01
272	15007	1	black cherry	A	31.3	193.6	3.4	M	1.3	2008-07-01
3143	1163	1	black cherry	A	32.2	193.6	4.7	M	1.3	2008-07-01
3144	1164	1	black cherry	A	33	192.5	8.8	M	1.3	2008-07-01
273	15008	1	black cherry	A	33.2	190.5	3.3	M	1.3	2008-07-01
3145	1165	1	black cherry	A	33.7	190.6	6	M	1.3	2008-07-01
3148	1166	1	white oak	A	36	190.4	28.1	M	1.3	2008-07-01
3147	1167	1	black cherry	A	36.1	192	NA	D	1.3	2008-07-01
3146	1168	1	black cherry	A	36.2	192.7	6.5	M	1.3	2008-07-01
3149	1169	1	black cherry	A	37.5	191.5	6	M	1.3	2008-07-01
3150	1170	1	black cherry	A	40.7	191	5.8	M	1.3	2008-07-01
3151	1171	1	black cherry	A	41.9	194.2	18.7	M	1.3	2008-07-01
3152	1172	1	black cherry	A	44.2	190.9	5.4	M	1.3	2008-07-01
3153	1173	1	pignut hickory	A	46	192.9	13.1	M	1.3	2008-07-01
274	1174	1	black oak	A	47.2	193.4	49.4	M	1.3	2008-07-01
275	1175	1	black oak	A	49.1	191.7	50.9	M	1.3	2008-07-01
3156	1176	1	pignut hickory	A	51.5	194.9	26.2	M	1.3	2008-07-01
255	15009	1	black cherry	A	51.6	191.1	3.5	M	1.3	2008-07-01
3157	1177	1	black cherry	A	53.2	191.6	5.3	M	1.3	2008-07-01
3158	1178	1	black cherry	A	54.6	190.3	18.9	M	1.3	2008-07-01
3159	1179	1	black cherry	A	58.7	192.3	22	M	1.3	2008-07-01
3160	1180	1	black cherry	A	61.9	191.7	NA	D	1.3	2008-07-01
3162	1181	1	black cherry	A	62.4	194.1	4.8	M	1.3	2008-07-01
3161	1182	1	shagbark hickory	A	62.7	190.6	37.3	M	1.3	2008-07-01
3163	1183	1	black cherry	A	63.9	190.6	5.7	M	1.3	2008-07-01
3164	1184	1	flowering dogwood	A	65.1	194.4	6.8	M	1.3	2008-07-01
3165	1185	1	sassafras	A	67.2	194.6	13.6	M	1.3	2008-07-01
174	1186	1	black oak	A	69.5	194.7	62.5	M	1.3	2008-07-01
3168	1187	1	black cherry	A	71.2	192.9	4.8	M	1.3	2008-07-01
3170	1188	1	black cherry	A	72.1	194	NA	D	1.3	2008-07-01
3171	1189	1	sassafras	A	72.1	194.8	NA	S;D	1.3	2008-07-01
276	1190	1	flowering dogwood	A	72.5	190.2	5.3	M	1.3	2008-07-01
245	15010	1	black cherry	A	73	193.8	3.7	M	1.3	2008-07-01
3172	1191	1	black cherry	A	75.1	190.8	20	M	1.3	2008-07-01
3174	1192	1	sassafras	A	75.8	193.5	7.2	M	1.3	2008-07-01
277	1193	1	black cherry	A	75.8	192.5	56.1	M	1.3	2008-07-01
3175	1194	1	sassafras	A	82.8	193	8.8	M	1.3	2008-07-01
3176	1195	1	black cherry	A	87.1	190.7	10.3	M	1.3	2008-07-01
3177	1196	1	black cherry	A	90.6	190.5	NA	D	1.3	2008-07-01
3178	1197	1	white oak	A	92.6	190.1	18.4	M	1.3	2008-07-01
3179	1198	1	black cherry	A	94.8	191	8	M	1.3	2008-07-01
278	1199	1	black oak	A	94.8	191	69.1	M	1.3	2008-07-01
3181	1200	1	black cherry	A	95.3	191	7.8	M	1.3	2008-07-01
3182	1201	1	red maple	A	96.2	191.4	10.2	M	1.3	2008-07-01
3183	1202	1	sassafras	A	96.4	194.1	6.9	M	1.3	2008-07-01
3184	1203	1	black cherry	A	97.8	193.8	20.4	M	1.3	2008-07-01
3185	1204	1	red maple	A	99.2	193.8	12.3	M	1.3	2008-07-01
199	152	1	black cherry	A	0.1	119.8	NA	D	1.3	2008-07-01
198	153	1	black cherry	A	0.8	118	NA	D	1.3	2008-07-01
197	154	1	black cherry	A	0.9	116.5	NA	D	1.3	2008-07-01
1087	14958	1	black cherry	A	1.2	118.1	3.5	M	1.3	2008-07-01
8972	155	1	black/red oak hybrid	A	1.6	115.5	41.5	M	1.3	2008-07-01
195	156	1	pignut hickory	A	3	117.5	13.5	M	1.3	2008-07-01
194	157	1	black cherry	A	3.3	119.7	9.8	M	1.3	2008-07-01
193	158	1	black cherry	A	3.8	116.8	6.7	M	1.3	2008-07-01
192	159	1	black cherry	A	5.2	117.6	8.4	M	1.3	2008-07-01
191	160	1	black cherry	A	6.9	118.3	10.3	M	1.3	2008-07-01
190	161	1	black cherry	A	8.2	117	5.7	M	1.3	2008-07-01
189	162	1	black cherry	A	10.2	117.5	8.4	M	1.3	2008-07-01
4967	14959	1	red maple	A	10.3	117.4	3.2	M	1.3	2008-07-01
188	163	1	black cherry	A	11	119	8.2	M	1.3	2008-07-01
187	164	1	red maple	A	12.5	117.7	10.9	M	1.3	2008-07-01
186	165	1	black cherry	A	15.5	119.7	4.9	M	1.3	2008-07-01
185	166	1	black cherry	A	31.9	115.6	5	M	1.3	2008-07-01
3358	167	1	pignut hickory	A	32	118.8	32	M	1.3	2008-07-01
3360	14960	1	serviceberry	A	34.6	117.4	3.7	M	1.3	2008-07-01
4712	168	1	pignut hickory	A	34.8	117.5	9.5	M	1.3	2008-07-01
182	169	1	red maple	A	37.1	119.8	8.1	M	1.3	2008-07-01
181	170	1	red maple	A	38.2	117	6.1	M	1.3	2008-07-01
180	171	1	serviceberry	A	39.8	117	6.6	M	1.3	2008-07-01
8978	172	1	pignut hickory	A	40.7	117.2	37.7	M	1.3	2008-07-01
179	173	1	black cherry	A	41	119	6.2	M	1.3	2008-07-01
177	174	1	serviceberry	A	42.6	115.5	6.5	M	1.3	2008-07-01
176	175	1	serviceberry	A	43.7	119.2	8.6	M	1.3	2008-07-01
175	176	1	serviceberry	A	45.4	115.5	4	M	1.3	2008-07-01
174	177	1	black cherry	A	46.6	117	5	M	1.3	2008-07-01
173	178	1	black cherry	A	46.9	118.5	4.4	M	1.3	2008-07-01
1519	14961	1	serviceberry	A	54.8	115.9	3.4	M	1.3	2008-07-01
172	179	1	black oak	A	55.1	117.1	NA	D	1.3	2008-07-01
1508	14962	1	red maple	A	57.4	117.3	3.4	M	1.3	2008-07-01
171	180	1	red maple	A	57.6	119.6	8.2	M	1.3	2008-07-01
169	181	1	red maple	A	58.7	117	4.5	M	1.3	2008-07-01
170	182	1	black cherry	A	59	118	32.1	M	1.3	2008-07-01
1092	14963	1	red maple	A	59.4	117.7	3.4	M	1.3	2008-07-01
168	183	1	serviceberry	A	62	116.2	NA	D	1.3	2008-07-01
167	184	1	red maple	A	62.2	116.7	3.8	M	1.3	2008-07-01
166	185	1	black oak	A	63.2	119.7	53.4	M	1.3	2008-07-01
165	186	1	red maple	A	63.6	117.1	4.4	M	1.3	2008-07-01
164	187	1	serviceberry	A	64.2	118.2	4.7	M	1.3	2008-07-01
163	188	1	red maple	A	64.9	116	8.5	M	1.3	2008-07-01
162	189	1	black cherry	A	66.2	118	21.3	M	1.3	2008-07-01
161	190	1	red maple	A	66.4	118.9	6.4	M	1.3	2008-07-01
160	191	1	witch hazel	A	67.7	115.1	5	M	1.3	2008-07-01
159	192	1	red maple	A	72.3	115.2	9.8	M	1.3	2008-07-01
158	193	1	red maple	A	73.8	115.4	7.4	M	1.3	2008-07-01
157	194	1	black cherry	A	76.6	118	7.4	M	1.3	2008-07-01
156	195	1	black cherry	A	78	116.3	12.3	M	1.3	2008-07-01
4623	196	1	black cherry	A	79.4	116.6	4.5	M	1.3	2008-07-01
8971	197	1	pignut hickory	A	81.5	115.9	26.8	M	1.3	2008-07-01
154	198	1	red maple	A	83.4	116.7	6.8	M	1.3	2008-07-01
153	199	1	black oak	A	84.9	118.9	30.1	M	1.3	2008-07-01
152	200	1	black cherry	A	86	119.7	12.7	M	1.3	2008-07-01
151	201	1	black cherry	A	87.9	115.8	9.1	M	1.3	2008-07-01
150	202	1	black cherry	A	88.3	117.2	7.4	M	1.3	2008-07-01
149	203	1	red maple	A	91.7	116.2	9	M	1.3	2008-07-01
148	204	1	black cherry	A	92.6	119.7	12.3	M	1.3	2008-07-01
147	205	1	red maple	A	93.4	118	9.9	M	1.3	2008-07-01
146	206	1	red maple	A	93.7	115.6	8.1	M	1.3	2008-07-01
145	14964	1	red maple	A	94.5	119.6	4.1	M	1.3	2008-07-01
144	207	1	black cherry	A	96.3	118.7	4.3	M	1.3	2008-07-01
143	208	1	flowering dogwood	A	97.7	117	5.5	M	1.3	2008-07-01
47	209	1	black cherry	A	1.5	113.9	8.6	M	1.3	2008-07-01
48	210	1	pignut hickory	A	2.6	114	42.2	M	1.3	2008-07-01
49	211	1	black cherry	A	3.7	114.7	4.8	M	1.3	2008-07-01
50	212	1	black cherry	A	5.9	114.7	12.9	M	1.3	2008-07-01
51	213	1	white oak	A	11.4	111	41.6	M	1.3	2008-07-01
52	214	1	red maple	A	15.3	110	6.1	M	1.3	2008-07-01
53	215	1	serviceberry	A	15.5	110.5	3.9	M	1.3	2008-07-01
54	216	1	red maple	A	16.8	110.1	4.5	M	1.3	2008-07-01
55	217	1	red maple	A	16.9	110.1	9.2	M	1.3	2008-07-01
56	218	1	red maple	A	17	111.1	3.9	M	1.3	2008-07-01
57	219	1	red maple	A	18.1	112.1	6.3	M	1.3	2008-07-01
58	220	1	red maple	A	18.4	111.5	4.5	M	1.3	2008-07-01
61	221	1	red maple	A	19.6	113.6	14.9	M	1.3	2008-07-01
62	222	1	red maple	A	20	114.1	11.6	M	1.3	2008-07-01
60	223	1	sugar maple	A	20.2	112.5	10.6	M	1.3	2008-07-01
63	224	1	red maple	A	21.3	111.3	9.6	M	1.3	2008-07-01
64	225	1	red maple	A	22.8	112.1	5.5	M	1.3	2008-07-01
66	226	1	black cherry	A	23.6	114.4	5.4	M	1.3	2008-07-01
65	227	1	red maple	A	23.7	111.2	8.3	M	1.3	2008-07-01
67	228	1	red maple	A	24.5	111.6	5.1	M	1.3	2008-07-01
68	229	1	red maple	A	25.9	110.7	9.5	M	1.3	2008-07-01
69	230	1	pignut hickory	A	26.9	114.9	12.9	M	1.3	2008-07-01
71	231	1	serviceberry	A	30	111.8	5.3	M	1.3	2008-07-01
72	232	1	pignut hickory	A	30.1	114.7	11.4	M	1.3	2008-07-01
70	233	1	red maple	A	30.3	110.9	8.3	M	1.3	2008-07-01
73	234	1	black cherry	A	32.9	112.4	4.6	M	1.3	2008-07-01
74	235	1	black cherry	A	34.4	110.2	5.2	M	1.3	2008-07-01
1518	236	1	pignut hickory	A	34.6	114.5	44.9	M	1.3	2008-07-01
