tag	treeid	stemtag	spcode	quadrat	gx	gy	dbh	codes	hom	date
1344	5837	1	red maple	E	182.8	264.2	4.8	M	1.3	2008-07-01
1345	5838	1	red maple	E	184.1	263.5	5.9	M	1.3	2008-07-01
1346	5839	1	sassafras	E	185.9	264	NA	D	1.3	2008-07-01
1348	5840	1	red maple	E	186.9	262.5	4.1	M	1.3	2008-07-01
530	16485	1	red maple	E	187.8	264.3	3.9	M	1.3	2008-07-01
1347	5841	1	sassafras	E	187.9	263.7	8.4	M	1.3	2008-07-01
1349	5842	1	sassafras	E	188.5	261.5	12.7	M	1.3	2008-07-01
1350	5843	1	red maple	E	191.1	263.7	6.6	M	1.3	2008-07-01
1351	5844	1	sassafras	E	192.7	261.9	20.1	M	1.3	2008-07-01
1352	5845	1	black cherry	E	193.4	263.7	26.9	M	1.3	2008-07-01
1353	5846	1	sassafras	E	194.7	260.1	12.2	M	1.3	2008-07-01
529	16486	1	witch hazel	E	196.6	261.1	3.5	M	1.3	2008-07-01
1355	5847	1	witch hazel	E	197.2	262.5	5.2	M	1.3	2008-07-01
1354	5848	1	red maple	E	197.6	263.5	8.9	M	1.3	2008-07-01
528	5849	1	witch hazel	E	197.8	263	3.5	M	1.3	2008-07-01
1357	5850	1	sassafras	E	198	260.2	19	M	1.3	2008-07-01
1358	5851	1	witch hazel	E	198.1	261.7	5.1	M	1.3	2008-07-01
526	16487	1	witch hazel	E	198.5	264.8	3.3	M	1.3	2008-07-01
1359	5852	1	sassafras	E	198.5	264.8	15.9	M	1.3	2008-07-01
527	16488	1	witch hazel	E	199.6	264.9	3.5	M	1.3	2008-07-01
525	16489	1	witch hazel	E	200	260.2	3.2	M	1.3	2008-07-01
1186	5853	1	witch hazel	E	102.5	276.5	4.2	M	1.3	2008-07-01
1187	5854	1	witch hazel	E	104.8	278.7	3.4	M	1.3	2008-07-01
1188	5855	1	witch hazel	E	105.2	279.7	3.7	M	1.3	2008-07-01
1189	5856	1	witch hazel	E	106.8	279.7	3.7	M	1.3	2008-07-01
1190	5857	1	witch hazel	E	107	279.7	4.6	M	1.3	2008-07-01
1191	5858	1	witch hazel	E	108.2	278	3.8	M	1.3	2008-07-01
1192	5859	1	pignut hickory	E	110	278.2	14.6	M	1.3	2008-07-01
1193	5860	1	red maple	E	110.6	277.1	4.5	M	1.3	2008-07-01
1194	5861	1	witch hazel	E	111.7	277.5	NA	D	1.3	2008-07-01
1195	5862	1	witch hazel	E	112.3	279	4.7	M	1.3	2008-07-01
1196	5863	1	witch hazel	E	117.5	277.8	5.3	M	1.3	2008-07-01
1197	5864	1	witch hazel	E	118.4	279	NA	S;D	1.3	2008-07-01
1198	5865	1	witch hazel	E	118.4	278.5	NA	S;D	1.3	2008-07-01
1199	5866	1	witch hazel	E	118.5	278.5	4.2	M	1.3	2008-07-01
1200	5867	1	sassafras	E	118.8	276.1	9.5	M	1.3	2008-07-01
1100	5868	1	witch hazel	E	119.3	277.5	3.7	M	1.3	2008-07-01
1099	5869	1	witch hazel	E	120.3	275.4	5	M	1.3	2008-07-01
1098	5870	1	witch hazel	E	120.5	277.4	NA	S;D	1.3	2008-07-01
1096	5871	1	witch hazel	E	121.2	277.4	NA	S;D	1.3	2008-07-01
16349	5872	1	witch hazel	E	122.1	278.8	3.7	AL;M	1.3	2008-07-01
1094	5873	1	pignut hickory	E	125.7	278.5	11.4	M	1.3	2008-07-01
1095	5874	1	sassafras	E	126.4	275.4	10.1	AL;M	1.3	2008-07-01
1093	5875	1	witch hazel	E	128.9	279.4	3.5	M	1.3	2008-07-01
1092	5876	1	flowering dogwood	E	129.1	277.7	3.9	M	1.3	2008-07-01
1090	5877	1	witch hazel	E	129.6	275.5	5.1	M	1.3	2008-07-01
1091	5878	1	witch hazel	E	129.8	275.5	3.9	M	1.3	2008-07-01
1089	16490	1	witch hazel	E	130.7	277	3.9	M	1.3	2008-07-01
16342	16491	1	witch hazel	E	130.7	275	3.2	M	1.3	2008-07-01
16343	5879	1	witch hazel	E	131.8	276.5	3.5	M	1.3	2008-07-01
1088	5880	1	witch hazel	E	132	278	5.6	M	1.3	2008-07-01
5693	5881	1	witch hazel	E	132.2	275.3	NA	D	1.3	2008-07-01
1086	5882	1	witch hazel	E	133.5	277.9	5.8	M	1.3	2008-07-01
1085	5883	1	witch hazel	E	135.9	279.5	4.8	M	1.3	2008-07-01
1084	5884	1	witch hazel	E	137.9	279.4	5.3	M	1.3	2008-07-01
1083	5885	1	witch hazel	E	138.9	277.6	4.9	M	1.3	2008-07-01
539	16492	1	witch hazel	E	140.5	276.3	3.5	M	1.3	2008-07-01
1082	5886	1	witch hazel	E	141.6	278.2	NA	D	1.3	2008-07-01
16334	5887	1	witch hazel	E	143	276.4	4.6	M	1.3	2008-07-01
16333	5888	1	witch hazel	E	146	277.5	4.9	M	1.3	2008-07-01
1080	5889	1	witch hazel	E	147.1	279.5	5.6	M	1.3	2008-07-01
541	16493	1	witch hazel	E	153.7	276.3	3.3	M	1.3	2008-07-01
1077	5890	1	witch hazel	E	154.5	277.5	3.8	M	1.3	2008-07-01
1078	5891	1	black cherry	E	154.6	275.7	21.4	M	1.3	2008-07-01
1076	5892	1	red maple	E	155	279.9	9	M	1.3	2008-07-01
1075	5893	1	pignut hickory	E	155.6	279	12.7	M	1.3	2008-07-01
1074	5894	1	red maple	E	155.9	278.8	4.9	M	1.3	2008-07-01
1073	5895	1	black oak	E	157.1	277.3	31.2	M	1.3	2008-07-01
1071	5896	1	black cherry	E	158.1	277.5	NA	D	1.3	2008-07-01
1072	5897	1	black cherry	E	159	278.8	5.1	M	1.3	2008-07-01
1070	5898	1	black cherry	E	159.6	277.5	8.3	M	1.3	2008-07-01
1069	5899	1	sassafras	E	159.6	278	12.6	M	1.3	2008-07-01
1068	5900	1	black cherry	E	159.8	278	NA	S;D	1.3	2008-07-01
433	5901	1	black oak	E	160.1	277.3	22.1	M	1.3	2008-07-01
1066	5902	1	black cherry	E	160.7	276	4.9	M	1.3	2008-07-01
1065	5903	1	witch hazel	E	164	276	4.2	M	1.3	2008-07-01
1064	5904	1	sassafras	E	164.4	278	10.1	M	1.3	2008-07-01
1063	5905	1	black cherry	E	167.8	277.2	6.8	M	1.3	2008-07-01
1062	5906	1	black cherry	E	168.1	275.7	12.7	M	1.3	2008-07-01
1060	5907	1	black/red oak hybrid	E	168.3	279.9	34.8	M	1.3	2008-07-01
1061	5908	1	black cherry	E	168.4	278	11.7	M	1.3	2008-07-01
1059	5909	1	black cherry	E	170.1	279.9	11.4	M	1.3	2008-07-01
1058	5910	1	sassafras	E	172	276.7	16.4	M	1.3	2008-07-01
1057	5911	1	black cherry	E	173.7	277.4	5.3	M	1.3	2008-07-01
1056	5912	1	black cherry	E	173.8	277.5	8.4	M	1.3	2008-07-01
1055	5913	1	black cherry	E	174.1	279.2	18.6	M	1.3	2008-07-01
1054	5914	1	sassafras	E	175	277.8	NA	D	1.3	2008-07-01
1053	5915	1	witch hazel	E	175.2	279	3.9	M	1.3	2008-07-01
1052	5916	1	black cherry	E	177.4	275	5.3	M	1.3	2008-07-01
547	16494	1	red maple	E	178.5	279.3	4.2	M	1.3	2008-07-01
1051	5917	1	witch hazel	E	182	277	4.2	M	1.3	2008-07-01
1050	5918	1	sassafras	E	182	278.2	13.8	M	1.3	2008-07-01
1049	5919	1	witch hazel	E	182.3	279.3	3.3	M	1.3	2008-07-01
1048	5920	1	witch hazel	E	184.5	277.8	3.3	M	1.3	2008-07-01
1047	5921	1	witch hazel	E	184.8	279.4	4.2	M	1.3	2008-07-01
1044	5922	1	red maple	E	186	276.3	5.6	M	1.3	2008-07-01
1045	5923	1	witch hazel	E	186.4	277	3.9	M	1.3	2008-07-01
1046	5924	1	black/red oak hybrid	E	186.7	278.9	39	M	1.3	2008-07-01
1042	5925	1	serviceberry	E	187.7	276.4	6.4	M	1.3	2008-07-01
1041	5926	1	witch hazel	E	188.9	279	4.7	M	1.3	2008-07-01
1039	5927	1	witch hazel	E	189	279.5	5.3	M	1.3	2008-07-01
1043	5928	1	witch hazel	E	189.4	275.8	3.7	M	1.3	2008-07-01
1040	5929	1	witch hazel	E	191.9	279.5	NA	D	1.3	2008-07-01
1038	5930	1	witch hazel	E	193.3	279.2	3.6	M	1.3	2008-07-01
1037	5931	1	witch hazel	E	195.2	279.3	4.8	M	1.3	2008-07-01
1036	5932	1	witch hazel	E	195.2	277.7	NA	S;D	1.3	2008-07-01
1035	5933	1	red maple	E	196.5	276.6	9.9	M	1.3	2008-07-01
1034	5934	1	witch hazel	E	197.6	277.5	4.6	M	1.3	2008-07-01
1033	5935	1	witch hazel	E	198	276.1	NA	S;D	1.3	2008-07-01
7085	5936	1	sassafras	E	199	277.2	44.2	M	1.3	2008-07-01
1266	5937	1	red maple	E	101.2	271.8	8.1	M	1.3	2008-07-01
1265	5938	1	witch hazel	E	102.8	274	NA	S;D	1.3	2008-07-01
535	16495	1	witch hazel	E	103	274.2	3.2	M	1.3	2008-07-01
1264	5939	1	witch hazel	E	104	274.5	3.6	M	1.3	2008-07-01
1263	5940	1	witch hazel	E	104.5	270.4	4.9	M	1.3	2008-07-01
1262	5941	1	flowering dogwood	E	105.5	273.7	7.6	M	1.3	2008-07-01
1261	5942	1	red maple	E	107.1	271.4	9.6	M	1.3	2008-07-01
1260	5943	1	witch hazel	E	108.9	270.1	3.7	M	1.3	2008-07-01
536	5944	1	black cherry	E	109.2	270.3	31.5	M	1.3	2008-07-01
1258	5945	1	witch hazel	E	109.4	272.2	6	M	1.3	2008-07-01
1254	5946	1	red maple	E	110.3	274.8	12.3	M	1.3	2008-07-01
1255	5947	1	witch hazel	E	111.6	270.1	NA	D	1.3	2008-07-01
16273	5948	1	witch hazel	E	111.7	270.3	4.9	M	1.3	2008-07-01
1256	5949	1	witch hazel	E	111.8	270.3	NA	D	1.3	2008-07-01
1253	5950	1	red maple	E	113.5	273.2	10.9	M	1.3	2008-07-01
1252	5951	1	red maple	E	116.9	270.4	7	M	1.3	2008-07-01
1251	5952	1	red maple	E	119.6	270.3	4.2	M	1.3	2008-07-01
1250	5953	1	red maple	E	119.6	273	12.3	M	1.3	2008-07-01
1249	5954	1	witch hazel	E	122.2	270.3	6.4	M	1.3	2008-07-01
1248	5955	1	sassafras	E	123.4	273.1	9	M	1.3	2008-07-01
1247	5956	1	witch hazel	E	124.4	272.7	5.6	M	1.3	2008-07-01
1246	5957	1	witch hazel	E	125.7	274.7	NA	S;D	1.3	2008-07-01
1244	5958	1	witch hazel	E	129	273	4.1	M	1.3	2008-07-01
1243	5959	1	witch hazel	E	131.4	274.6	4.9	M	1.3	2008-07-01
1242	5960	1	witch hazel	E	131.6	274.4	NA	D	1.3	2008-07-01
1241	5961	1	witch hazel	E	133.2	272.7	NA	D	1.3	2008-07-01
1240	5962	1	witch hazel	E	133.9	274.6	NA	D	1.3	2008-07-01
1239	5963	1	witch hazel	E	135	272.8	6.4	M	1.3	2008-07-01
1237	16496	1	witch hazel	E	135.1	270.5	4.2	M	1.3	2008-07-01
538	16497	1	witch hazel	E	136.2	271.3	4	M	1.3	2008-07-01
1238	5964	1	witch hazel	E	136.6	272.9	NA	D	1.3	2008-07-01
548	16498	1	red maple	E	137.6	273.8	3.8	M	1.3	2008-07-01
1236	5965	1	black cherry	E	138	273	46.9	M	1.3	2008-07-01
1282	5966	1	witch hazel	E	138.3	274.7	3.6	M	1.3	2008-07-01
1235	5967	1	witch hazel	E	138.5	271	NA	D	1.3	2008-07-01
1234	5968	1	witch hazel	E	142.4	274.7	5.2	M	1.3	2008-07-01
1233	5969	1	witch hazel	E	142.5	274.8	NA	S;D	1.3	2008-07-01
540	16499	1	witch hazel	E	144	274.3	4	M	1.3	2008-07-01
1231	5970	1	witch hazel	E	145.7	271.5	5.1	M	1.3	2008-07-01
1232	5971	1	red maple	E	146.3	271.4	6.1	M	1.3	2008-07-01
1230	5972	1	witch hazel	E	151.3	273	5.1	M	1.3	2008-07-01
16295	5973	1	witch hazel	E	151.7	274.5	4.1	M	1.3	2008-07-01
4657	5974	1	black oak	E	151.9	272.8	42.8	M	1.3	2008-07-01
16294	5975	1	witch hazel	E	152	274.4	5.1	M	1.3	2008-07-01
1226	5976	1	witch hazel	E	152.5	271	3.9	M	1.3	2008-07-01
1225	5977	1	witch hazel	E	152.6	270.3	4.4	M	1.3	2008-07-01
1224	5978	1	witch hazel	E	152.7	274.3	4.8	M	1.3	2008-07-01
1223	5979	1	witch hazel	E	154	274.3	5.4	M	1.3	2008-07-01
5694	5980	1	red maple	E	154.9	270.7	15.8	M	1.3	2008-07-01
5690	5981	1	witch hazel	E	155.3	271	4.9	M	1.3	2008-07-01
1222	5982	1	black cherry	E	158	273.7	8.4	M	1.3	2008-07-01
1221	5983	1	red maple	E	158.4	270.3	NA	D	1.3	2008-07-01
1220	5984	1	choke cherry	E	160.9	272.01	NA	D	1.3	2008-07-01
1215	5985	1	witch hazel	E	163.5	270.7	3.9	M	1.3	2008-07-01
1219	5986	1	witch hazel	E	163.5	271	NA	S;D	1.3	2008-07-01
1216	5987	1	witch hazel	E	163.6	270.6	3.8	M	1.3	2008-07-01
1217	5988	1	witch hazel	E	163.6	270.5	6.6	M	1.3	2008-07-01
1218	5989	1	witch hazel	E	163.7	271	6	M	1.3	2008-07-01
1211	5990	1	black cherry	E	165.7	275	9.9	M	1.3	2008-07-01
1213	5991	1	serviceberry	E	165.9	273	4	M	1.3	2008-07-01
1214	5992	1	witch hazel	E	165.9	273	4.4	M	1.3	2008-07-01
543	5993	1	black/red oak hybrid	E	166.2	274.5	60.2	M	1.3	2008-07-01
1209	5994	1	sassafras	E	167.3	272.5	20.4	M	1.3	2008-07-01
1210	5995	1	black cherry	E	168.4	273	NA	S;D	1.3	2008-07-01
542	5996	1	black cherry	E	169.2	270.3	16.2	M	1.3	2008-07-01
1207	5997	1	black cherry	E	171	274.8	8.2	M	1.3	2008-07-01
1205	5998	1	black cherry	E	171.9	274.9	5.7	M	1.3	2008-07-01
1204	5999	1	black cherry	E	172.1	272.5	8.8	M	1.3	2008-07-01
544	6000	1	black/red oak hybrid	E	172.2	273.8	66.5	M	1.3	2008-07-01
1203	6001	1	sassafras	E	173.5	270.7	9.7	M	1.3	2008-07-01
1202	6002	1	sassafras	E	173.7	272.3	20.6	M	1.3	2008-07-01
1201	6003	1	black cherry	E	174.3	274.9	10.7	M	1.3	2008-07-01
1001	6004	1	black cherry	E	175	273	4.4	M	1.3	2008-07-01
1002	6005	1	sassafras	E	175.6	273.6	NA	D	1.3	2008-07-01
1003	6006	1	black cherry	E	175.8	273.4	5.7	M	1.3	2008-07-01
545	16500	1	black cherry	E	176	272.7	3.6	M	1.3	2008-07-01
1004	6007	1	black cherry	E	176	272.5	8.2	M	1.3	2008-07-01
546	6008	1	black/red oak hybrid	E	177	270.5	56.5	M	1.3	2008-07-01
1006	6009	1	black cherry	E	178.3	270.1	4.7	M	1.3	2008-07-01
1007	6010	1	black cherry	E	178.3	271.1	NA	D	1.3	2008-07-01
1008	6011	1	black cherry	E	178.5	272	7.5	M	1.3	2008-07-01
1009	6012	1	witch hazel	E	178.9	273.5	4.7	M	1.3	2008-07-01
1010	6013	1	black cherry	E	180.2	272.7	6	M	1.3	2008-07-01
16306	6014	1	witch hazel	E	182.2	272.5	3.6	M	1.3	2008-07-01
1011	6015	1	red maple	E	182.5	274.7	NA	D	1.3	2008-07-01
1014	6016	1	sassafras	E	184.3	272.5	6.6	M	1.3	2008-07-01
1013	6017	1	red maple	E	184.9	272.7	14.8	M	1.3	2008-07-01
1012	6018	1	red maple	E	185.7	274.6	NA	S;D	1.3	2008-07-01
1015	6019	1	red maple	E	186.6	271.2	4.7	M	1.3	2008-07-01
548	6020	1	witch hazel	E	187	274	3.7	M	1.3	2008-07-01
1016	6021	1	pignut hickory	E	187	274.5	7.3	M	1.3	2008-07-01
1018	6022	1	witch hazel	E	188.3	272.4	8.5	M	1.3	2008-07-01
549	6023	1	witch hazel	E	188.6	272.4	3.8	M	1.3	2008-07-01
1020	6024	1	witch hazel	E	188.6	271	NA	S;D	1.3	2008-07-01
5624	6025	1	sassafras	E	191.6	273.9	17	M	1.3	2008-07-01
16312	6026	1	witch hazel	E	192.1	272.5	4.1	M	1.3	2008-07-01
1024	6027	1	witch hazel	E	193.4	271.5	4	M	1.3	2008-07-01
1025	6028	1	witch hazel	E	193.5	271.4	3.8	M	1.3	2008-07-01
1026	6029	1	witch hazel	E	195	273	6.1	M	1.3	2008-07-01
1027	6030	1	red maple	E	198	274.8	7.4	M	1.3	2008-07-01
1028	6031	1	sassafras	E	198.2	272.8	30.7	M	1.3	2008-07-01
1029	6032	1	red maple	E	198.3	273.4	9.4	M	1.3	2008-07-01
1030	6033	1	sassafras	E	198.8	271	9.7	M	1.3	2008-07-01
1031	6034	1	witch hazel	E	199.9	271.4	5	M	1.3	2008-07-01
1184	6035	1	white oak	E	100.3	287.4	18.6	M	1.3	2008-07-01
1183	6036	1	black cherry	E	100.6	288	3.6	M	1.3	2008-07-01
1182	6037	1	black cherry	E	103.2	289	5.1	M	1.3	2008-07-01
1181	6038	1	witch hazel	E	104.3	286.5	4.7	M	1.3	2008-07-01
1180	6039	1	witch hazel	E	107.3	287.5	NA	D	1.3	2008-07-01
5703	16501	1	witch hazel	E	107.3	287.5	4.8	M	1.3	2008-07-01
1178	6040	1	witch hazel	E	109.3	287.5	3.8	M	1.3	2008-07-01
1179	6041	1	sassafras	E	111	286.3	6.2	M	1.3	2008-07-01
1177	6042	1	black cherry	E	113.2	287.6	15.8	M	1.3	2008-07-01
1176	6043	1	witch hazel	E	116.2	286.5	3.4	M	1.3	2008-07-01
1175	6044	1	red maple	E	121.2	286.7	6.9	M	1.3	2008-07-01
7200	6045	1	red maple	E	121.6	287.5	6.6	M	1.3	2008-07-01
1173	6046	1	red maple	E	121.6	288	8.7	M	1.3	2008-07-01
6947	6047	1	red maple	E	123.1	289.5	7.1	M	1.3	2008-07-01
6946	6048	1	red maple	E	123.9	287	7.4	M	1.3	2008-07-01
6945	6049	1	black cherry	E	124.6	288.8	NA	S;D	1.3	2008-07-01
6944	6050	1	witch hazel	E	133.3	289	4.1	M	1.3	2008-07-01
6943	6051	1	black cherry	E	134.1	287.5	4.4	M	1.3	2008-07-01
6942	6052	1	witch hazel	E	134.5	287.4	4.4	M	1.3	2008-07-01
5719	16502	1	witch hazel	E	137.1	285.7	3.4	M	1.3	2008-07-01
6941	6053	1	white oak	E	139.8	287	44.5	M	1.3	2008-07-01
6940	6054	1	witch hazel	E	142.1	286.4	3.9	M	1.3	2008-07-01
6939	6055	1	witch hazel	E	145.8	289.8	4.1	M	1.3	2008-07-01
6938	6056	1	red maple	E	147.7	287.5	9.9	M	1.3	2008-07-01
6936	6057	1	black/red oak hybrid	E	148.1	286	70.5	M	1.3	2008-07-01
6937	6058	1	red maple	E	150.1	289.8	11.7	M	1.3	2008-07-01
6933	6059	1	red maple	E	150.3	286	6	M	1.3	2008-07-01
6935	6060	1	black cherry	E	150.5	286.8	4.6	M	1.3	2008-07-01
6934	6061	1	red maple	E	150.6	286.8	13.4	M	1.3	2008-07-01
6932	6062	1	red maple	E	151.7	286	7.1	M	1.3	2008-07-01
6930	6063	1	witch hazel	E	154.3	287.5	4	M	1.3	2008-07-01
6931	6064	1	witch hazel	E	154.8	286.3	NA	D	1.3	2008-07-01
6834	6065	1	witch hazel	E	154.9	285.5	4.7	M	1.3	2008-07-01
5725	6066	1	red oak	E	155.9	288	33.7	M	1.3	2008-07-01
6928	6067	1	black cherry	E	157.1	289	9.4	M	1.3	2008-07-01
6927	6068	1	sassafras	E	159.5	288	16.3	M	1.3	2008-07-01
6926	6069	1	black cherry	E	159.7	287	9	M	1.3	2008-07-01
6925	6070	1	black cherry	E	161.5	286.8	5.5	M	1.3	2008-07-01
6923	6071	1	white oak	E	162	287.7	20.5	M	1.3	2008-07-01
5727	16503	1	red maple	E	162.7	285.3	3.6	M	1.3	2008-07-01
6924	6072	1	black cherry	E	163.5	287	11.3	M	1.3	2008-07-01
6922	6073	1	red maple	E	164.6	288.8	4.6	M	1.3	2008-07-01
6921	6074	1	witch hazel	E	165.5	290	3.7	M	1.3	2008-07-01
6920	6075	1	black cherry	E	165.6	287.5	12.1	M	1.3	2008-07-01
6917	6076	1	red maple	E	167.1	288.2	11.6	M	1.3	2008-07-01
6919	6077	1	red maple	E	167.4	287.4	6.7	M	1.3	2008-07-01
6918	6078	1	serviceberry	E	169	286.3	4.1	M	1.3	2008-07-01
6916	6079	1	black cherry	E	171.5	287.4	NA	D	1.3	2008-07-01
6915	6080	1	red maple	E	171.8	288.5	10.3	M	1.3	2008-07-01
6914	6081	1	red maple	E	171.9	289.7	7.2	M	1.3	2008-07-01
6913	16504	1	witch hazel	E	173.7	286.5	3.4	M	1.3	2008-07-01
6912	6082	1	red maple	E	174.7	287.5	NA	D	1.3	2008-07-01
6911	6083	1	black cherry	E	176.2	285.3	NA	D	1.3	2008-07-01
6910	6084	1	witch hazel	E	177.4	289.8	NA	D	1.3	2008-07-01
6909	6085	1	black cherry	E	180	286.7	13.4	M	1.3	2008-07-01
6907	6086	1	witch hazel	E	181	288.2	3.9	M	1.3	2008-07-01
6908	6087	1	black cherry	E	181.2	289.5	7.4	M	1.3	2008-07-01
6905	16505	1	witch hazel	E	182	288	3.9	M	1.3	2008-07-01
6906	6088	1	black oak	E	182	287	36.4	M	1.3	2008-07-01
6902	6089	1	red maple	E	183.8	286.8	4.2	M	1.3	2008-07-01
6904	6090	1	sassafras	E	184.2	289	41	M	1.3	2008-07-01
6903	6091	1	witch hazel	E	184.8	286.8	NA	D	1.3	2008-07-01
6900	6092	1	witch hazel	E	187	288	3.9	M	1.3	2008-07-01
6897	16506	1	black cherry	E	189.1	285.4	10.1	M	1.3	2008-07-01
6899	6093	1	red maple	E	191.8	287.2	4	M	1.3	2008-07-01
6898	6094	1	red maple	E	192.9	287.8	7.3	M	1.3	2008-07-01
6896	6095	1	sassafras	E	193.6	287.8	39.9	M	1.3	2008-07-01
6894	6096	1	red maple	E	194.9	287.2	NA	D	1.3	2008-07-01
6895	6097	1	red maple	E	195.3	289	5.3	M	1.3	2008-07-01
6893	6098	1	musclewood	E	195.6	287	NA	D	1.3	2008-07-01
6892	6099	1	red maple	E	196.7	287.3	6.4	M	1.3	2008-07-01
6889	6100	1	witch hazel	E	198.4	287.3	5.3	M	1.3	2008-07-01
6890	6101	1	sassafras	E	198.6	287.5	45.3	M	1.3	2008-07-01
6891	6102	1	red maple	E	199.6	289.5	5.8	M	1.3	2008-07-01
6888	6103	1	musclewood	E	199.9	285.6	NA	D	1.3	2008-07-01
6801	6104	1	witch hazel	E	101.3	283	4.7	M	1.3	2008-07-01
6805	6105	1	red maple	E	102.3	284.6	NA	D	1.3	2008-07-01
6802	6106	1	witch hazel	E	102.5	280.2	4.2	M	1.3	2008-07-01
6803	6107	1	witch hazel	E	102.5	280.4	3.8	M	1.3	2008-07-01
6804	6108	1	red maple	E	103	282.5	7.3	M	1.3	2008-07-01
6806	6109	1	black cherry	E	105.3	282.5	6.4	M	1.3	2008-07-01
6807	6110	1	red maple	E	106.6	284	7.1	M	1.3	2008-07-01
6808	6111	1	black cherry	E	108.1	284	NA	D	1.3	2008-07-01
6810	6112	1	sassafras	E	109.5	281.5	NA	D	1.3	2008-07-01
6809	6113	1	black oak	E	109.8	282.5	73.6	M	1.3	2008-07-01
6811	6114	1	witch hazel	E	111.7	285	4.1	M	1.3	2008-07-01
6812	6115	1	red maple	E	115.1	282.5	26.9	M	1.3	2008-07-01
6813	6116	1	red maple	E	117.9	285	4.8	M	1.3	2008-07-01
6814	6117	1	witch hazel	E	118.1	280.5	3.8	M	1.3	2008-07-01
6815	6118	1	witch hazel	E	119	280.5	3.9	M	1.3	2008-07-01
6819	6119	1	black cherry	E	119	284	17.3	M	1.3	2008-07-01
6817	6120	1	witch hazel	E	119.2	280.4	3.6	M	1.3	2008-07-01
6816	6121	1	red maple	E	119.8	281.5	10.3	M	1.3	2008-07-01
6818	6122	1	witch hazel	E	120.9	280.5	NA	S;D	1.3	2008-07-01
6820	6123	1	red maple	E	122	285	4.5	M	1.3	2008-07-01
6821	6124	1	red maple	E	122.7	282.5	8.8	M	1.3	2008-07-01
6822	6125	1	red maple	E	124.9	283.9	5.7	M	1.3	2008-07-01
6823	6126	1	black oak	E	127.7	282.5	56.4	M	1.3	2008-07-01
5718	6127	1	red maple	E	132.6	282	47.7	M	1.3	2008-07-01
6825	6128	1	sassafras	E	137.2	283.7	9.6	M	1.3	2008-07-01
6826	6129	1	red maple	E	138.4	285	4.9	M	1.3	2008-07-01
6827	6130	1	witch hazel	E	140	282.7	5.8	M	1.3	2008-07-01
6828	6131	1	white oak	E	141.5	283.5	49.6	M	1.3	2008-07-01
6829	6132	1	witch hazel	E	142.3	283.8	3.9	M	1.3	2008-07-01
6830	6133	1	witch hazel	E	143.2	280.9	4.2	M	1.3	2008-07-01
6831	6134	1	red maple	E	146.2	282.7	5.9	M	1.3	2008-07-01
6832	6135	1	red maple	E	151.3	283	4.7	M	1.3	2008-07-01
6833	6136	1	sassafras	E	152.5	283	NA	S;D	1.3	2008-07-01
6835	6137	1	black oak	E	155.3	283	NA	D	1.3	2008-07-01
6836	6138	1	black cherry	E	156.6	280.7	NA	D	1.3	2008-07-01
6837	6139	1	black cherry	E	157.1	284.8	8	M	1.3	2008-07-01
6838	6140	1	black cherry	E	158.5	282.5	12.1	M	1.3	2008-07-01
6840	6141	1	black cherry	E	159.3	282.7	NA	S;D	1.3	2008-07-01
6839	6142	1	black cherry	E	160.1	285	7.3	M	1.3	2008-07-01
6841	6143	1	black cherry	E	162	280.1	7.4	M	1.3	2008-07-01
6842	6144	1	black cherry	E	162.2	283.2	4.5	M	1.3	2008-07-01
6843	6145	1	black cherry	E	162.4	284.7	8.9	M	1.3	2008-07-01
6844	6146	1	black cherry	E	162.8	282.3	7.5	M	1.3	2008-07-01
6848	6147	1	witch hazel	E	164.1	280.5	NA	D	1.3	2008-07-01
6846	6148	1	black cherry	E	164.2	284.5	8.7	M	1.3	2008-07-01
6845	6149	1	white oak	E	164.3	282.5	35	M	1.3	2008-07-01
6847	6150	1	black cherry	E	165.9	282.5	4.5	M	1.3	2008-07-01
6849	6151	1	black cherry	E	167	282.2	17.1	M	1.3	2008-07-01
6850	6152	1	serviceberry	E	167.9	284.8	3.4	M	1.3	2008-07-01
6851	6153	1	black cherry	E	170.3	285	7.4	M	1.3	2008-07-01
6854	6154	1	red maple	E	170.4	282.5	4.2	M	1.3	2008-07-01
6852	6155	1	red maple	E	170.6	282.7	5.3	M	1.3	2008-07-01
6855	6156	1	sassafras	E	173.9	284.4	10.3	M	1.3	2008-07-01
1595	16507	1	red maple	E	174.2	280	3.2	M	1.3	2008-07-01
6857	6157	1	black cherry	E	175.8	282.1	9.9	M	1.3	2008-07-01
6858	6158	1	red maple	E	176	280.5	4.5	M	1.3	2008-07-01
6856	6159	1	black cherry	E	176.1	282.5	14.3	M	1.3	2008-07-01
6860	6160	1	black cherry	E	177.1	284.1	12.8	M	1.3	2008-07-01
6861	6161	1	black cherry	E	177.9	282.5	NA	S;D	1.3	2008-07-01
6859	6162	1	black oak	E	177.9	284	59	M	1.3	2008-07-01
6862	6163	1	black cherry	E	178.2	282	NA	S;D	1.3	2008-07-01
6863	6164	1	red maple	E	179.8	283.3	5.3	M	1.3	2008-07-01
6864	6165	1	black cherry	E	180	283.4	NA	S;D	1.3	2008-07-01
6865	6166	1	red maple	E	180.7	281	NA	D	1.3	2008-07-01
6866	6167	1	red maple	E	181.4	282.2	NA	S;D	1.3	2008-07-01
